control_number,donated,amount_donated,months_since_origin,donor_age,in_house,urbanicity,ses,cluster_code,home_owner,donor_gender,income_group,published_phone,overlay_source,mor_hit_rate,wealth_rating,median_home_value,median_household_income,pct_owner_occupied,per_capita_income,pct_attribute1,pct_attribute2,pct_attribute3,pct_attribute4,pep_star,recent_star_status,recency_status_96nk,frequency_status_97nk,recent_response_prop,recent_avg_gift_amt,recent_card_response_prop,recent_avg_card_gift_amt,recent_response_count,recent_card_response_count,months_since_last_prom_resp,lifetime_card_prom,lifetime_prom,lifetime_gift_amount,lifetime_gift_count,lifetime_avg_gift_amt,lifetime_gift_range,lifetime_max_gift_amt,lifetime_min_gift_amt,last_gift_amt,card_prom_12,number_prom_12,months_since_last_gift,months_since_first_gift,file_avg_gift,file_card_gift
93636,0,0.0,89,87,0,2,2,16,1,0,2,0,2,0,3,568,323,85,14453,0,31,35,12,1,1,5,2,0.1,21.0,0.111,20.0,2,1,18,23,58,117.0,9,13.0,17.0,22.0,5.0,22.0,6,13,18,84,13.0,4
93637,0,0.0,101,85,0,2,2,16,1,0,5,0,1,0,3,1568,404,70,17887,0,36,8,42,1,0,0,2,0.22699999999999998,10.0,0.273,10.0,5,3,25,30,66,151.08,18,8.39,19.92,20.0,0.08,10.0,6,12,25,97,8.39,7
93649,0,0.0,17,41,0,4,3,8,1,0,1,0,2,0,6,502,278,80,9028,0,19,0,20,0,0,2,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,21,21,15.0,1
93651,0,0.0,29,78,0,4,2,5,0,0,5,0,1,5,6,648,359,92,13576,6,27,24,38,0,0,4,3,0.33299999999999996,8.5,0.33299999999999996,7.0,2,1,15,7,16,22.0,3,7.33,5.0,10.0,5.0,10.0,5,12,15,21,7.33,1
93659,0,0.0,29,45,0,4,1,2,0,0,3,0,2,0,6,735,275,79,11944,0,45,15,60,0,0,0,2,0.2,24.67,0.28600000000000003,25.5,3,2,15,11,24,74.0,3,24.67,5.0,28.0,23.0,28.0,6,13,15,31,24.67,2
93660,0,0.0,29,71,0,4,3,8,0,0,3,1,2,0,6,652,265,83,11702,0,24,11,32,0,0,0,2,0.16699999999999998,21.67,0.375,21.67,3,3,21,12,30,65.0,3,21.67,16.0,31.0,15.0,31.0,6,13,21,33,21.67,3
93661,0,0.0,29,60,0,4,3,8,1,0,5,0,1,0,6,481,354,71,10740,0,19,0,20,0,0,0,1,0.14300000000000002,12.5,0.0,0.0,2,0,25,9,21,25.0,2,12.5,5.0,15.0,10.0,15.0,4,9,25,30,12.5,0
93671,0,0.0,53,65,0,4,4,10,0,0,2,0,2,0,0,443,163,72,5729,0,16,52,42,0,0,0,1,0.133,15.0,0.16699999999999998,20.0,2,1,18,14,34,40.0,3,13.33,10.0,20.0,10.0,20.0,6,12,18,52,13.33,1
93676,0,0.0,89,62,0,4,3,8,1,1,5,0,1,0,5,1596,599,86,20570,0,27,48,14,1,1,5,2,0.14300000000000002,20.33,0.1,15.0,3,1,26,24,58,195.0,13,15.0,22.0,27.0,5.0,10.0,6,14,18,92,15.0,5
93681,1,16.0,89,74,0,4,3,8,0,1,4,1,0,1,4,682,322,88,8194,0,35,0,63,0,0,0,1,0.067,16.0,0.16699999999999998,16.0,1,1,17,17,47,74.0,6,12.33,6.0,16.0,10.0,16.0,4,11,17,79,12.33,4
93684,1,11.0,113,55,0,4,2,5,0,1,4,0,2,0,5,595,385,94,12802,0,23,42,44,0,0,0,3,0.222,11.25,0.25,11.0,4,2,15,23,57,71.0,8,8.88,7.0,12.0,5.0,11.0,6,12,15,104,8.88,4
93705,0,0.0,29,69,0,4,4,10,1,1,1,0,2,0,6,575,240,47,9998,0,22,24,37,0,0,4,2,0.182,15.0,0.2,15.0,2,1,19,9,20,30.0,2,15.0,0.0,15.0,15.0,15.0,6,12,19,24,15.0,1
93713,1,20.0,29,66,0,4,3,8,0,0,1,1,0,3,6,704,314,92,11865,0,18,11,61,0,0,0,1,0.14300000000000002,13.0,0.33299999999999996,13.0,2,2,23,9,22,26.0,2,13.0,6.0,16.0,10.0,16.0,4,10,23,30,13.0,2
93714,0,0.0,29,27,0,4,2,5,0,0,5,0,2,0,6,758,393,74,15269,0,38,8,57,1,0,0,4,0.353,13.33,0.375,11.67,6,3,15,12,31,90.0,7,12.86,5.0,15.0,10.0,15.0,6,14,15,33,12.86,3
93719,0,0.0,41,53,0,4,2,5,0,1,2,0,2,0,6,818,330,86,13840,0,38,6,62,0,0,0,1,0.091,35.63,0.091,33.25,2,1,15,17,41,117.25,4,29.31,23.0,38.0,15.0,38.0,6,13,15,43,29.31,2
93732,0,0.0,77,41,0,4,2,5,1,2,5,0,1,0,6,872,363,86,14782,0,19,15,73,0,0,0,1,0.095,20.0,0.1,19.0,2,1,17,23,55,91.0,7,13.0,18.0,21.0,3.0,21.0,6,13,17,76,13.0,4
93742,1,30.0,101,62,0,4,3,8,0,0,2,1,0,1,7,562,360,70,12391,0,28,34,23,0,0,0,1,0.059000000000000004,20.0,0.0,0.0,1,0,21,22,56,80.0,4,20.0,15.0,25.0,10.0,20.0,6,13,21,100,20.0,1
93759,0,0.0,17,60,0,4,2,5,0,1,5,1,0,0,6,1074,286,62,16625,0,38,13,58,0,0,2,1,0.14300000000000002,23.0,0.33299999999999996,23.0,1,1,21,6,15,23.0,1,23.0,0.0,23.0,23.0,23.0,4,10,21,21,23.0,1
93776,0,0.0,41,59,0,4,2,5,1,0,2,0,2,0,6,1148,341,88,19276,0,34,23,36,1,0,0,4,0.33299999999999996,9.57,0.3,8.33,7,3,17,15,36,111.0,11,10.09,15.0,20.0,5.0,12.0,6,13,17,41,10.09,4
93781,0,0.0,41,31,0,0,2,28,0,1,4,0,1,0,5,1149,360,73,16053,0,18,0,75,0,0,0,2,0.17600000000000002,11.67,0.14300000000000002,15.0,3,1,16,13,34,40.0,4,10.0,10.0,15.0,5.0,15.0,6,13,16,45,10.0,2
93794,0,0.0,89,7,0,0,1,24,1,1,2,0,1,0,6,1168,383,60,19819,0,32,15,50,1,1,5,2,0.19,12.75,0.273,13.0,4,3,21,26,60,162.0,16,10.13,10.0,15.0,5.0,14.0,6,12,21,92,10.13,10
93809,1,10.0,101,77,0,4,2,7,1,1,5,0,1,0,8,1059,334,60,17632,0,32,23,18,0,0,0,2,0.1,10.0,0.111,10.0,2,1,18,25,60,91.0,12,7.58,5.0,10.0,5.0,10.0,6,12,18,93,7.58,5
93816,0,0.0,137,72,0,4,2,5,0,1,5,0,2,0,6,1072,370,79,16050,0,29,35,43,0,0,0,1,0.095,17.0,0.0,0.0,2,0,16,30,66,92.0,9,10.22,13.0,18.0,5.0,18.0,6,13,16,126,10.22,4
93820,0,0.0,137,52,0,4,2,7,0,1,5,0,0,11,6,1059,355,64,17893,0,16,0,47,1,0,0,1,0.055999999999999994,20.0,0.0,0.0,1,0,26,26,69,92.0,14,6.57,15.0,20.0,5.0,20.0,4,9,26,129,6.57,12
93824,1,10.0,137,79,0,4,2,7,0,0,1,1,0,11,7,1105,351,57,13805,0,25,13,36,1,1,5,3,0.25,8.4,0.4,8.0,5,4,16,31,68,119.0,26,4.58,8.0,10.0,2.0,10.0,5,12,16,126,4.58,16
93826,0,0.0,137,83,0,4,2,5,0,0,1,0,2,0,6,1141,453,92,17140,0,38,13,58,1,0,0,1,0.111,7.5,0.0,0.0,2,0,18,27,69,97.0,16,6.06,7.0,10.0,3.0,10.0,4,11,18,121,6.06,7
93832,0,0.0,137,66,0,4,2,7,1,1,2,1,1,35,3,975,298,48,14574,0,28,34,51,1,7,0,1,0.105,20.0,0.222,20.0,2,2,17,31,81,285.0,22,12.95,15.0,20.0,5.0,20.0,6,15,17,126,12.95,13
93834,0,0.0,17,66,0,4,1,2,0,1,4,1,0,6,6,1307,438,89,19100,0,37,18,52,0,0,2,1,0.2,20.0,0.0,0.0,1,0,16,6,14,20.0,1,20.0,0.0,20.0,20.0,20.0,5,12,16,16,20.0,0
93871,0,0.0,137,87,0,4,1,2,1,0,5,0,2,0,7,1475,470,85,16308,0,30,6,58,1,0,0,2,0.11800000000000001,20.0,0.14300000000000002,20.0,2,1,23,29,64,110.0,8,13.75,10.0,20.0,10.0,20.0,6,12,23,112,13.75,6
93876,0,0.0,17,57,0,4,4,10,1,1,2,1,0,1,6,563,285,58,11258,0,24,22,39,0,0,2,1,0.2,20.0,0.5,20.0,1,1,18,5,12,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,18,18,20.0,1
93879,0,0.0,29,75,0,4,3,8,0,1,4,0,2,0,6,800,263,68,15037,0,29,0,74,0,0,0,2,0.214,12.67,0.28600000000000003,11.0,3,2,18,11,26,38.0,3,12.67,6.0,16.0,10.0,12.0,6,13,18,28,12.67,2
93880,1,5.0,29,41,0,4,3,8,0,1,2,0,2,0,6,583,248,47,11260,0,17,9,59,0,0,0,1,0.105,15.0,0.0,0.0,2,0,18,13,28,36.0,3,12.0,14.0,20.0,6.0,20.0,6,12,18,32,12.0,0
93881,0,0.0,41,44,0,4,3,8,1,1,4,1,0,6,6,563,261,46,9718,0,19,30,53,0,0,0,1,0.053,20.0,0.0,0.0,1,0,26,12,29,30.0,2,15.0,10.0,20.0,10.0,20.0,4,9,26,39,15.0,0
93883,1,4.0,41,51,0,4,3,8,0,1,5,0,2,0,6,574,289,55,11250,0,17,38,27,1,1,5,4,0.41200000000000003,3.86,0.375,3.0,7,3,18,13,33,32.0,9,3.56,3.0,5.0,2.0,5.0,6,14,18,41,3.56,4
93894,1,11.0,77,82,0,4,3,8,0,0,2,1,0,0,6,540,310,74,11230,0,18,29,33,1,1,5,4,0.381,5.25,0.273,5.0,8,3,15,23,58,87.0,16,5.44,5.0,10.0,5.0,5.0,6,13,15,75,5.44,8
93895,0,0.0,77,84,0,4,3,8,1,0,1,1,2,0,4,550,280,44,11283,0,24,24,52,0,0,0,3,0.19,16.25,0.1,10.0,4,1,19,22,59,135.0,9,15.0,10.0,20.0,10.0,20.0,6,13,19,76,15.0,5
93917,0,0.0,125,78,0,4,4,10,0,0,2,1,0,1,3,520,239,49,9400,0,11,59,0,0,0,0,1,0.15,13.33,0.222,15.0,3,2,24,30,71,195.0,12,16.25,15.0,25.0,10.0,20.0,6,12,24,123,16.25,4
93923,0,0.0,137,81,0,4,3,8,0,0,2,0,2,0,5,778,305,98,15359,0,43,24,58,0,0,0,2,0.235,9.0,0.0,0.0,4,0,15,28,63,86.0,12,7.17,9.0,12.0,3.0,8.0,5,12,15,123,7.17,4
93926,0,0.0,137,60,0,4,3,8,0,1,5,0,2,0,2,800,263,68,15037,0,29,0,74,1,3,0,1,0.091,13.5,0.182,13.5,2,2,20,33,85,265.0,25,10.6,12.0,15.0,3.0,15.0,6,13,20,127,10.6,15
93927,0,0.0,137,74,0,4,3,8,0,0,6,0,0,2,6,491,182,92,9985,0,29,0,74,1,3,0,1,0.273,22.83,0.273,20.67,6,3,25,35,88,489.0,34,14.38,27.0,30.0,3.0,24.0,6,13,25,128,14.38,20
93966,0,0.0,65,71,0,4,2,5,0,1,7,1,0,2,6,1069,341,72,13988,0,17,22,47,1,1,5,3,0.2,17.0,0.0,0.0,4,0,15,15,37,90.0,6,15.0,10.0,20.0,10.0,20.0,6,13,15,46,15.0,1
93980,0,0.0,89,37,0,4,2,5,0,1,4,0,2,0,5,1094,363,78,15967,0,23,6,43,0,0,0,1,0.055999999999999994,15.0,0.0,0.0,1,0,26,18,43,45.0,4,11.25,5.0,15.0,10.0,15.0,4,9,26,81,11.25,2
93993,0,0.0,113,60,0,4,2,5,1,2,5,0,1,0,6,1089,383,87,15320,0,34,20,53,1,7,0,1,0.105,32.5,0.222,32.5,2,2,24,25,67,207.0,8,25.88,19.0,34.0,15.0,31.0,6,13,24,105,25.88,7
93995,1,10.0,113,60,0,4,1,1,1,0,5,0,1,0,6,2172,427,65,34738,0,22,27,45,1,1,5,3,0.28600000000000003,4.83,0.182,5.0,6,2,21,26,63,65.0,20,3.25,4.0,6.0,2.0,3.0,6,14,19,113,3.25,10
93999,0,0.0,125,79,0,4,3,8,1,2,5,0,1,0,3,949,221,64,12327,0,25,37,49,1,6,0,1,0.17600000000000002,8.0,0.125,7.0,3,1,18,28,73,164.0,30,5.47,7.0,10.0,3.0,10.0,5,12,18,122,5.47,14
94004,0,0.0,137,64,0,0,2,27,1,2,2,0,1,0,5,963,327,60,13206,0,20,23,62,1,1,5,4,0.368,2.57,0.5,2.6,7,5,16,33,74,82.0,36,2.28,4.0,5.0,1.0,5.0,5,13,16,129,2.28,19
94008,0,0.0,137,85,0,4,2,5,0,0,6,1,0,10,7,1097,435,80,16058,0,20,14,48,0,0,0,1,0.091,16.0,0.0,0.0,2,0,18,32,72,119.0,12,9.92,12.0,17.0,5.0,17.0,6,13,18,126,9.92,7
94019,0,0.0,17,45,0,4,2,5,0,0,4,0,1,3,6,1152,358,60,14625,0,24,0,65,0,0,2,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,19,6,15,25.0,1,25.0,0.0,25.0,25.0,25.0,4,10,19,19,25.0,1
94021,1,10.0,17,58,0,4,1,2,1,1,2,0,2,0,6,1164,348,96,16576,0,22,0,69,0,0,2,1,0.16699999999999998,20.0,0.0,0.0,1,0,20,5,15,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,20,20,20.0,0
94038,0,0.0,77,64,0,0,2,26,1,1,2,0,2,0,6,1220,357,65,20800,0,43,25,34,1,0,0,1,0.14300000000000002,16.33,0.273,16.33,3,3,21,22,57,105.0,8,13.13,8.0,18.0,10.0,18.0,6,12,21,69,13.13,5
94039,0,0.0,77,74,0,4,2,5,1,2,5,0,1,0,6,1087,306,70,15373,0,28,29,60,1,1,5,2,0.158,10.67,0.222,11.0,3,2,18,20,56,89.0,11,8.09,7.0,12.0,5.0,10.0,6,13,18,76,8.09,7
94040,0,0.0,89,39,0,4,1,2,1,1,5,0,1,0,7,1613,614,94,25291,0,21,17,54,1,0,0,4,0.35,12.43,0.545,12.5,7,6,19,24,57,138.0,13,10.62,11.0,14.0,3.0,3.0,7,16,4,80,10.62,8
94046,0,0.0,101,60,0,4,2,7,1,1,2,1,0,1,6,1131,288,43,16651,0,22,14,54,1,8,0,2,0.19,10.0,0.1,10.0,4,1,15,27,68,161.0,19,8.47,10.0,15.0,5.0,10.0,7,15,7,91,8.47,11
94056,0,0.0,113,82,0,4,2,7,1,0,5,1,1,0,5,1170,516,82,20209,0,24,32,43,1,1,5,3,0.33299999999999996,6.33,0.4,6.5,6,4,21,30,74,194.0,28,6.93,8.0,11.0,3.0,6.0,5,10,21,113,6.93,18
94060,0,0.0,137,60,0,4,2,5,1,0,5,0,1,0,5,1135,387,91,14872,0,28,41,49,1,1,5,4,0.4,11.0,0.364,11.25,8,4,17,33,84,437.0,44,9.93,9.0,14.0,5.0,11.0,5,12,17,124,9.93,21
94069,0,0.0,17,60,0,4,3,8,1,0,5,0,1,0,6,495,279,65,7633,0,31,48,32,0,0,2,1,0.2,20.0,0.0,0.0,1,0,18,5,12,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,18,18,20.0,0
94113,1,10.0,101,50,0,4,4,10,1,0,3,0,1,3,0,698,164,21,10618,0,23,23,61,1,0,0,2,0.05,10.0,0.111,10.0,1,1,23,24,59,85.0,8,10.63,15.0,20.0,5.0,10.0,6,12,23,92,10.63,6
94141,0,0.0,77,37,0,2,2,20,0,0,5,1,0,20,5,904,339,77,16711,0,33,16,53,0,0,0,1,0.095,16.0,0.1,20.0,2,1,30,23,55,94.0,9,10.44,15.0,20.0,5.0,15.0,6,13,18,75,10.44,3
94177,1,11.0,137,65,0,2,2,20,0,0,2,1,0,4,7,904,339,77,16711,0,33,16,53,0,0,0,4,0.2,8.5,0.33299999999999996,8.0,4,3,16,29,74,89.0,16,5.56,7.0,10.0,3.0,10.0,6,17,16,130,5.56,9
94185,0,0.0,29,47,0,4,3,8,1,0,1,0,2,0,6,791,282,58,9846,0,7,0,44,0,0,4,1,0.0,0.0,0.0,0.0,0,0,18,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,3,8,23,23,20.0,0
94201,0,0.0,65,43,0,4,3,8,0,0,3,1,0,23,6,765,408,59,11022,0,41,54,12,1,0,0,1,0.136,14.67,0.091,15.0,3,1,26,20,52,93.0,9,10.33,11.0,16.0,5.0,16.0,5,11,26,63,10.33,4
94205,0,0.0,101,59,0,4,2,5,0,0,5,0,2,0,6,919,361,90,11324,0,36,21,50,1,0,0,3,0.222,5.0,0.3,5.0,4,3,21,23,53,80.0,14,5.71,2.0,7.0,5.0,5.0,6,11,21,92,5.71,6
94209,0,0.0,77,82,0,4,3,8,0,1,1,1,0,2,4,911,270,53,10669,0,17,52,48,1,5,0,1,0.158,11.67,0.2,10.0,3,2,26,22,58,105.0,13,8.08,10.0,15.0,5.0,15.0,5,11,26,74,8.08,6
94213,0,0.0,113,38,0,4,4,10,0,1,1,1,0,1,3,816,258,48,11575,0,13,7,76,1,1,5,4,0.42100000000000004,4.13,0.455,4.0,8,5,18,30,70,121.0,28,4.32,3.0,5.0,2.0,3.0,6,11,18,105,4.32,16
94214,0,0.0,125,85,0,4,2,5,1,1,5,1,1,0,6,747,369,74,14668,0,27,37,36,1,1,5,3,0.25,9.6,0.1,10.0,5,1,17,30,75,120.0,15,8.0,7.0,12.0,5.0,10.0,6,14,17,122,8.0,8
94218,0,0.0,137,83,0,4,4,10,0,1,1,1,0,6,0,945,353,57,18878,0,14,0,28,1,1,5,3,0.389,4.0,0.556,4.4,7,5,16,29,63,65.0,20,3.25,8.0,10.0,2.0,3.0,6,13,16,130,3.25,12
94228,0,0.0,17,64,0,0,1,22,1,0,2,0,1,0,9,2969,290,41,27182,0,23,21,42,0,0,4,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,21,21,15.0,1
94237,0,0.0,29,60,0,4,3,9,1,1,5,0,1,0,6,1042,164,9,8524,0,12,0,19,0,0,0,1,0.133,17.5,0.25,17.5,2,2,24,12,26,45.0,3,15.0,10.0,20.0,10.0,15.0,6,13,24,29,15.0,2
94239,1,15.0,29,60,0,4,2,4,1,0,3,0,2,0,6,4750,250,20,17013,0,13,46,14,1,0,0,3,0.33299999999999996,10.0,0.33299999999999996,10.0,4,2,15,10,25,40.0,4,10.0,0.0,10.0,10.0,10.0,5,12,15,28,10.0,2
94281,0,0.0,17,43,0,4,2,5,0,0,7,0,0,1,6,1365,337,59,17927,0,35,40,40,0,0,2,1,0.2,25.0,0.5,25.0,1,1,16,6,14,25.0,1,25.0,0.0,25.0,25.0,25.0,5,12,16,16,25.0,1
94283,0,0.0,17,53,0,4,2,5,1,1,5,0,1,0,6,1379,535,96,18627,0,32,31,23,0,0,2,1,0.16699999999999998,25.0,0.0,0.0,1,0,20,6,16,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,20,20,25.0,0
94289,1,6.0,41,71,0,4,3,8,0,0,3,1,2,0,6,894,273,42,12479,0,28,25,46,1,0,0,4,0.316,7.0,0.3,7.33,6,3,18,14,31,65.0,9,7.22,7.0,10.0,3.0,7.0,6,12,18,36,7.22,4
94305,0,0.0,65,41,0,4,2,7,0,0,3,0,2,0,5,898,386,47,11885,0,14,19,19,0,0,0,1,0.055999999999999994,20.0,0.0,0.0,1,0,26,16,39,46.0,3,15.33,10.0,20.0,10.0,20.0,4,9,26,56,15.33,1
94307,1,15.0,77,77,0,4,2,7,0,0,1,1,0,7,3,1063,269,52,13817,0,22,8,54,1,1,5,4,0.389,5.71,0.3,9.33,7,3,16,19,46,211.0,23,9.17,23.0,25.0,2.0,5.0,4,9,16,68,9.17,10
94312,1,10.0,89,79,0,4,2,5,1,0,5,0,1,0,8,1062,490,69,18786,0,15,14,27,1,1,5,2,0.158,10.67,0.1,10.0,3,1,19,24,58,117.0,12,9.75,7.0,12.0,5.0,10.0,6,13,18,79,9.75,6
94349,0,0.0,29,59,0,4,2,5,0,0,4,0,2,0,6,706,386,81,13312,0,20,24,54,0,0,0,1,0.16699999999999998,10.0,0.4,10.0,2,2,24,8,21,20.0,2,10.0,10.0,15.0,5.0,15.0,4,10,24,29,10.0,2
94366,0,0.0,65,63,0,4,3,8,0,0,5,0,2,0,5,578,370,71,6826,0,23,17,0,0,0,0,1,0.136,31.67,0.182,31.0,3,2,18,22,55,172.0,7,24.57,23.0,33.0,10.0,33.0,6,13,18,62,24.57,4
94369,0,0.0,65,60,0,4,2,5,1,1,2,0,2,0,6,705,369,77,13301,0,28,26,33,0,0,0,1,0.105,15.0,0.25,15.0,2,2,23,18,50,55.0,5,11.0,13.0,18.0,5.0,18.0,6,13,23,65,11.0,3
94379,0,0.0,89,39,0,4,3,8,1,2,5,1,1,0,5,671,345,64,15564,0,17,47,39,0,0,0,1,0.053,25.0,0.1,25.0,1,1,29,23,53,115.0,7,16.43,23.0,26.0,3.0,25.0,6,13,18,79,16.43,4
94386,1,6.0,113,64,0,4,1,2,0,1,4,0,1,0,6,1421,435,79,18555,0,23,25,33,0,0,0,4,0.28600000000000003,6.17,0.4,6.0,6,4,19,27,62,80.0,14,5.71,5.0,8.0,3.0,6.0,6,13,19,105,5.71,9
94390,0,0.0,137,84,0,4,3,8,0,0,1,1,0,1,5,582,391,86,13644,1,32,44,23,1,1,5,2,0.15,10.33,0.222,9.5,3,2,16,33,79,149.0,21,7.1,11.0,14.0,3.0,5.0,6,14,16,129,7.1,10
94394,1,10.0,137,64,0,4,3,8,0,0,6,0,0,0,3,553,306,84,9296,0,21,17,34,1,0,1,1,0.11800000000000001,11.0,0.28600000000000003,11.0,2,2,15,27,67,107.0,12,8.92,17.0,20.0,3.0,12.0,3,10,15,114,8.92,9
94395,0,0.0,17,43,0,4,3,8,0,0,4,0,0,0,6,675,335,26,11034,0,26,0,21,0,0,4,1,0.14300000000000002,15.0,0.33299999999999996,15.0,1,1,21,5,13,15.0,1,15.0,0.0,15.0,15.0,15.0,3,8,21,21,15.0,1
94397,0,0.0,29,60,0,4,3,9,1,0,5,0,1,0,6,625,223,35,12078,0,28,17,18,1,0,0,4,0.4,12.5,0.33299999999999996,15.0,4,2,15,9,22,91.0,7,13.0,6.0,16.0,10.0,10.0,5,10,15,28,13.0,2
94402,0,0.0,77,59,0,4,4,10,1,1,5,0,1,0,6,575,113,17,6046,0,23,0,34,0,0,0,3,0.231,24.67,0.16699999999999998,20.0,3,1,18,18,46,132.0,8,16.5,20.0,30.0,10.0,30.0,6,14,18,75,16.5,4
94416,0,0.0,41,84,0,0,1,24,0,1,1,1,0,2,9,1663,441,79,16668,0,15,0,86,1,0,0,4,0.389,12.29,0.6,12.5,7,6,21,15,35,111.0,10,11.1,8.0,15.0,7.0,14.0,6,13,21,38,11.1,7
94419,0,0.0,41,60,0,4,1,2,1,0,5,0,1,0,6,1471,488,86,19946,0,25,20,45,0,0,0,2,0.095,32.5,0.1,40.0,2,1,22,15,36,70.0,3,23.33,35.0,40.0,5.0,40.0,6,13,22,40,23.33,2
94433,0,0.0,113,47,0,4,1,3,1,0,5,1,1,0,5,2969,290,41,27182,0,24,16,46,1,1,5,4,0.318,11.0,0.273,6.67,7,3,19,30,71,234.25,33,7.1,35.75,37.0,1.25,25.0,6,14,16,113,7.1,13
94438,0,0.0,137,64,0,4,2,5,1,1,4,0,2,0,5,1105,299,74,15119,0,19,0,90,0,0,0,1,0.1,15.0,0.111,14.0,2,1,18,31,67,99.0,9,11.0,11.0,16.0,5.0,16.0,6,13,18,119,11.0,4
94455,0,0.0,53,40,0,4,2,5,1,0,2,0,2,0,7,1167,399,68,16199,0,28,15,40,1,1,5,4,0.444,9.38,0.636,9.43,8,7,21,18,42,123.0,16,7.69,7.0,10.0,3.0,10.0,6,14,18,53,7.69,10
94459,0,0.0,65,64,0,4,1,2,0,0,4,0,0,2,8,1941,523,90,23164,0,32,13,29,1,1,5,3,0.14300000000000002,10.0,0.2,10.0,3,2,21,21,55,91.0,9,10.11,9.0,14.0,5.0,5.0,6,13,18,65,10.11,5
94470,0,0.0,89,85,0,2,1,13,0,0,5,0,0,0,8,1562,463,93,19893,0,33,14,70,1,1,5,3,0.158,8.33,0.0,0.0,3,0,16,23,65,146.0,13,11.23,15.0,20.0,5.0,10.0,6,13,16,87,11.23,7
94473,1,10.0,101,50,0,2,2,18,0,1,7,1,0,1,9,874,419,78,17263,0,31,22,36,0,0,0,1,0.091,20.0,0.091,20.0,2,1,25,26,63,127.0,10,12.7,15.0,20.0,5.0,20.0,6,13,25,93,12.7,5
94479,0,0.0,113,45,0,4,1,2,0,1,6,1,0,5,7,1358,447,97,18607,0,17,31,40,1,14,0,1,0.055999999999999994,20.0,0.111,20.0,1,1,20,28,64,105.0,10,10.5,17.0,20.0,3.0,20.0,6,13,20,113,10.5,9
94483,0,0.0,137,37,0,4,1,2,1,0,5,0,1,0,9,5638,1073,87,43544,0,42,26,47,1,1,5,2,0.2,13.75,0.091,15.0,4,1,16,34,78,181.0,19,9.53,14.0,15.0,1.0,15.0,6,13,16,129,9.53,14
94486,1,6.0,137,82,0,4,1,2,0,1,6,1,0,2,7,1358,447,97,18607,0,17,31,40,0,0,0,3,0.235,9.25,0.14300000000000002,12.0,4,1,20,27,63,83.0,11,7.55,9.0,12.0,3.0,3.0,5,11,19,124,7.55,5
94488,0,0.0,17,65,0,4,4,10,0,0,4,0,1,2,6,633,170,27,5399,0,15,20,39,0,0,2,1,0.2,20.0,0.5,20.0,1,1,17,5,13,20.0,1,20.0,0.0,20.0,20.0,20.0,4,10,17,17,20.0,1
94495,0,0.0,17,50,0,4,4,10,0,0,5,1,0,1,6,638,183,19,9454,0,12,16,44,0,0,2,1,0.14300000000000002,15.0,0.0,0.0,1,0,20,6,15,15.0,1,15.0,0.0,15.0,15.0,15.0,4,10,20,20,15.0,0
94503,1,10.0,29,35,0,4,4,10,1,0,6,1,2,0,6,550,157,23,6493,0,13,34,15,0,0,0,1,0.125,12.5,0.14300000000000002,10.0,2,1,18,10,24,25.0,2,12.5,5.0,15.0,10.0,15.0,4,10,18,32,12.5,1
94506,0,0.0,41,49,0,4,4,10,1,0,1,1,0,0,6,684,94,16,7059,0,16,23,48,0,0,0,2,0.111,11.0,0.0,0.0,2,0,18,11,27,27.0,3,9.0,10.0,15.0,5.0,15.0,5,11,18,38,9.0,1
94523,0,0.0,113,58,0,4,3,8,0,0,2,1,0,16,2,954,423,79,15778,0,8,31,69,1,0,0,4,0.263,4.8,0.111,3.0,5,1,18,27,65,78.0,19,4.11,7.0,10.0,3.0,3.0,6,13,18,111,4.11,8
94524,0,0.0,113,43,0,4,2,6,1,0,5,0,1,0,3,1059,305,46,11711,0,12,28,10,1,0,0,1,0.125,22.5,0.125,25.0,2,1,18,25,63,297.0,16,18.56,18.0,28.0,10.0,25.0,4,8,18,113,18.56,10
94538,0,0.0,17,60,0,4,4,10,1,2,5,0,1,0,6,695,280,81,14703,0,11,0,52,0,0,2,1,0.14300000000000002,25.0,0.33299999999999996,25.0,1,1,21,7,16,25.0,1,25.0,0.0,25.0,25.0,25.0,5,11,21,21,25.0,1
94541,0,0.0,41,60,0,4,3,9,1,1,2,1,0,3,6,553,203,22,11142,0,25,38,36,1,0,0,4,0.294,5.8,0.444,5.5,5,4,19,14,35,57.0,10,5.7,5.0,8.0,3.0,8.0,6,13,19,41,5.7,5
94547,0,0.0,53,72,0,4,3,9,1,0,5,0,1,0,6,607,211,11,11016,0,24,21,17,1,1,5,2,0.222,11.0,0.3,12.0,4,3,23,19,43,78.0,9,8.67,9.0,14.0,5.0,10.0,6,14,18,51,8.67,4
